,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,1.0950239,1.6019495,1.0831906,0.12210152,1.112856,2.1432035,1.3630999,0.10268003,0.66137356,1.0346713,0.3480347,1.1165047,1.1204845,0.50163215,0.5273949,-0.1659428,1.6914166,1.750135,1.5915607,1.5313363,1.0228597,1.1022363,0.6147278,0.88115734,0.32944688,1.198747,0.96355176,0.9764064,0.92970645,0.7605085,0.72022665,0.7069904,1.3013687,0.57792425,1.4117004,0.31361812,0.579056,0.96020913,0.5071511,0.19562024,0.362294,0.8314779,1.5205625,1.7426006,2.4346952,1.6375139,1.2894446,-0.12771377
1,0.6365357,1.0091223,0.06486754,-0.5439216,0.15624359,0.9525336,0.59635764,-0.3847199,0.07711852,0.4833357,0.08959169,0.37709492,0.59250516,0.38949367,-0.0035403245,-0.79214346,1.1538904,1.3354111,0.75143856,0.6812281,0.45354837,0.2085286,0.12685238,0.07110533,-0.7743686,0.60596144,0.15481788,0.2894435,0.29811114,0.5078487,0.37653503,0.08010199,0.8932036,0.23752314,1.2656627,-0.11928903,0.45757565,0.59246993,0.34866703,-0.36436895,-0.20616269,0.4519984,0.9738602,0.7689148,1.1934412,0.8352464,0.5770433,-0.675049
2,0.2926696,0.81151307,-0.048279464,-0.65492547,-0.48149806,0.6548661,0.08519618,-0.57967985,-0.39028546,0.34550178,-0.16885133,0.19224249,0.416512,0.22128595,-0.26900795,-0.4790432,0.4819824,0.5059635,0.3313775,0.0011415028,-0.25809082,-0.12661177,0.2894775,-0.198912,0.1596291,0.30956864,-0.42284918,0.15205091,0.04547301,0.38151875,-0.081720464,-0.12886083,0.48503858,0.23752314,0.9735874,-0.11928903,0.51831585,0.4698902,0.5071511,-0.14037327,-0.20616269,0.4519984,0.53649837,0.23781349,0.50385547,0.16669019,0.102109104,-0.12771377
3,0.17804754,0.7127086,0.06486754,-0.65492547,-0.6409335,0.45642108,0.21298656,-0.28723994,-0.03973248,0.34550178,-0.08270366,0.56194735,0.76849824,0.33342445,0.6601287,-0.009392628,0.34760082,0.29860163,0.3313775,0.0011415028,-0.25809082,-0.23832521,0.45210263,-0.7389467,1.60308,0.4083662,-0.07624895,0.2894435,0.29811114,0.12885895,-0.19628434,-0.33782366,0.7911624,0.23752314,0.82754976,-0.84080094,0.45757565,0.7150496,0.34866703,-0.36436895,-0.20616269,0.1990121,0.6458388,0.41484725,0.50385547,0.43411267,-0.2540915,-0.12771377
4,0.0634255,0.7127086,0.06486754,-0.65492547,-0.16262724,0.35719857,-0.042594187,-0.4821999,-0.15658347,0.20766786,-0.08270366,0.37709492,0.76849824,0.16521671,-0.40174177,-0.322493,0.07883764,0.09123974,0.3313775,0.0011415028,0.026564851,-0.0148983095,0.45210263,-0.33392066,1.7728978,0.111973435,-0.07624895,0.014658339,0.4244302,0.12885895,-0.081720464,-0.23334225,0.6891211,-0.10287798,0.82754976,-0.6964986,0.33609524,0.59246993,0.1901829,-0.2523711,-0.31985405,0.07251894,0.4271579,0.060779724,0.50385547,0.43411267,-0.13535798,-0.2645476
5,-0.05119654,0.51509947,-0.27457345,-0.987937,-0.48149806,0.25797606,-0.042594187,-0.4821999,-0.27343446,0.06983395,-0.16885133,0.37709492,0.416512,0.2773552,0.2619273,-0.4790432,-0.18992554,-0.11612216,-0.2287039,-0.16888013,-0.11576299,-0.12661177,0.12685238,0.07110533,0.6690824,-0.085621774,-0.5383826,-0.12273424,0.29811114,0.25518885,-0.081720464,-0.12886083,0.6891211,-0.10287798,0.9735874,-0.4078938,0.39683542,0.4698902,0.03169876,-0.2523711,-0.4335454,-0.053974226,0.09913651,-0.3818047,0.090104066,0.03297895,0.102109104,-0.2645476
12,-0.39506266,0.41629493,-0.61401445,-0.7659293,-0.32206264,0.25797606,-0.042594187,-0.6771599,-0.27343446,0.06983395,-0.08270366,0.19224249,0.9444914,0.05307824,-0.7999432,-0.63559335,-0.18992554,-0.6345269,-0.088683546,0.0011415028,0.31122053,-0.46175212,-0.52364814,-0.60393804,0.6690824,-0.18441938,0.3858847,-0.26012683,0.04547301,0.25518885,-0.53997594,-0.12886083,0.076873496,0.23752314,1.2656627,-0.6964986,0.21461485,0.7150496,0.03169876,-0.47636682,-0.8883108,0.1990121,0.20847698,-0.4703216,-0.04781307,-0.10073228,-0.13535798,-0.81188285
13,-0.39506266,0.41629493,-0.61401445,-0.8769331,-0.48149806,-0.039691426,0.08519618,-0.6771599,-0.27343446,0.34550178,-0.16885133,-0.17746241,0.59250516,-0.05906024,-0.13627414,-0.4790432,0.07883764,-0.21980311,0.19135717,-0.16888013,-0.11576299,-0.23832521,-0.1983979,-0.06390333,0.6690824,0.013175827,-0.42284918,-0.39751938,0.04547301,0.12885895,-0.42541206,0.2890648,-0.12720904,0.1240561,0.9735874,-0.2635914,0.15387467,0.59246993,0.1901829,-0.36436895,-1.0020021,0.32550526,0.53649837,-0.20477094,0.22802119,0.30040142,-0.016624434,-0.53821516
14,-0.28044063,0.41629493,-0.38772044,-0.7659293,-0.32206264,0.059531078,0.21298656,-0.4821999,-0.27343446,0.20766786,-0.16885133,-0.36231485,0.59250516,0.05307824,-0.6672094,-0.322493,0.21321923,0.09123974,0.19135717,0.17116316,-0.11576299,-0.0148983095,0.2894775,-0.06390333,0.1596291,0.30956864,-0.8849829,-0.26012683,0.17179208,0.12885895,-0.42541206,0.3935462,-0.22925031,0.1240561,0.82754976,0.025013354,0.15387467,0.4698902,0.6656353,0.19562024,-0.54723674,0.32550526,0.4271579,0.060779724,0.090104066,0.30040142,0.22084264,-0.12771377
15,-0.05119654,0.3174904,-0.38772044,-0.5439216,-0.32206264,0.35719857,0.08519618,-0.28723994,-0.74083847,0.34550178,-0.08270366,0.007390036,0.59250516,0.22128595,0.3946611,-0.322493,0.07883764,-0.012441208,0.3313775,0.0011415028,-0.11576299,-0.12661177,0.12685238,-0.198912,1.0087179,0.21077104,0.039284464,-0.12273424,0.04547301,0.5078487,-0.19628434,0.49802765,0.17891477,0.010589057,0.82754976,0.16931574,0.51831585,0.8376294,0.5071511,0.19562024,-0.4335454,0.57849157,0.4271579,-0.11625405,0.64177257,0.03297895,0.22084264,0.14595382
