,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,2.4042375,1.54207,8.032854,2.6872244,1.2763197,1.3453039,4.104808,2.8121085,1.9533373,-1.2015153,-0.36858267,1.1516539,0.0022927234,2.2277045,2.7257905,3.519852,1.8019232,3.8382823,1.2782985,0.12282469,-0.45395496,2.4790502,2.4881485,1.0454446,1.3245231,4.869793,1.0089939,2.120069,-0.5102119,0.7258486,1.019482,1.8364465,1.4599448,3.4062374,1.9240702,0.927989,1.5412815,2.3336403,1.7103534,0.8983112,1.4791443,-0.5047227,-0.2581989,3.1829364,2.3752306,0.56737894,2.385732,2.387757
1,0.10719326,-0.16501434,3.0640848,-0.7743582,-0.09607789,-0.07329362,1.9668907,0.10120391,0.5292833,-2.405701,-1.5617971,-0.46281463,-0.34233093,1.4630454,1.5288675,1.4043143,-0.20021369,1.9055424,0.26377147,-1.0051798,-1.0460733,0.24119173,0.62337446,0.7571771,0.03774568,2.3716109,0.31366873,0.025138147,-1.2356262,0.0659899,-0.008564967,0.682653,0.3649862,1.3714468,-0.44437206,-1.2567427,0.6303577,0.787047,0.2505857,-1.5271438,-0.43024105,-1.318798,-0.5163978,0.28055686,1.3211309,-0.15795943,0.82869595,0.9743235
9,-1.5335528,-1.8720989,-0.8399485,-1.1589785,-1.1253761,-1.4918911,-0.17102641,-1.2542484,-0.89477074,-2.405701,-1.9595352,-2.0772831,-1.3762019,-0.57604575,0.0925599,-0.4090037,-1.4014957,0.4023003,-0.24349207,-1.0051798,-1.6381916,-0.8777376,-0.4422107,-2.413765,-0.9916763,0.3730653,-1.3087567,-1.6508067,-1.9610405,-1.2537274,-1.8076471,-1.6249342,-1.824931,-0.8668227,-1.4594189,-1.5688472,-2.2845984,-0.5017806,-0.47929806,-0.9881538,-0.81211805,-2.1328733,-2.065591,-0.9287679,-2.3682177,-2.0921953,-1.7663641,-1.8525431
10,-1.2054036,-1.4453276,-1.1948606,-1.5435989,-1.1253761,-1.8465405,-0.8836655,-2.06752,-1.6067978,-2.8070965,-1.5617971,-1.673666,-1.0315782,-1.0858185,-0.86497843,-1.013443,-2.2023504,-0.027197504,-0.75075567,-1.3811811,-1.3421324,-0.8777376,-0.70860696,-1.83723,-1.2490317,-0.62620753,-1.7723068,-1.6508067,-1.5983334,-1.9135861,-1.8076471,-1.0480374,-2.1899173,-1.4772599,-1.7977678,-1.8809516,-3.195522,-1.5328429,-1.2091819,-1.2576488,-0.81211805,-1.7258357,-1.8073921,-1.8962277,-2.3682177,-2.3339746,-1.2473521,-1.2871699
11,-0.8772543,-0.59178543,-1.5497727,-2.3128395,-1.8115749,-2.555839,-1.239985,-0.983158,-0.18274374,-2.8070965,-0.7663208,-1.270049,-1.3762019,-0.83093214,0.57132906,-0.10678404,-2.2023504,-0.2419464,-0.75075567,-2.133184,-2.23031,-1.6236905,-0.17581439,-2.413765,-0.47696528,-0.62620753,-1.5405318,-1.6508067,-1.5983334,-1.5836568,-1.8076471,-1.3364857,-1.0949587,-0.45986465,-1.1210699,-1.8809516,-1.1914898,-0.2440151,-0.47929806,-0.44916382,-0.43024105,-0.91176033,-1.8073921,0.038691897,-1.8411678,-2.0921953,-1.7663641,-1.5698566
12,-1.5335528,-0.16501434,-1.1948606,-1.5435989,-0.4391773,-1.1372417,-0.17102641,-1.7964295,-0.89477074,-2.0043058,-1.5617971,-1.673666,-1.0315782,-0.32115933,0.81071365,-1.013443,-1.0010685,0.18755138,0.010139698,-1.0051798,-0.7500141,-0.8777376,-0.4422107,-0.6841602,-0.73432076,-0.12657109,-1.5405318,-0.8128342,-1.2356262,-0.5938688,-0.7796002,-0.75958896,-1.824931,-0.8668227,-1.7977678,-2.1930563,-1.3736745,-1.0173117,-0.84423995,-0.9881538,-0.43024105,-0.91176033,-0.77459663,-0.686903,-1.0505933,-1.3668567,-0.46883407,-1.0044832
13,-0.8772543,-0.16501434,-0.13012433,-0.7743582,-0.4391773,-1.1372417,0.18529311,-0.16988657,0.5292833,-0.80012006,-0.36858267,-0.8664318,-0.34233093,-0.83093214,0.3319445,-0.71122336,-0.600641,-0.027197504,-0.24349207,-0.6291782,-0.7500141,-0.5047611,-0.70860696,-1.5489626,-0.2196098,-0.12657109,-1.5405318,-0.39384806,-0.14750475,-0.5938688,-1.0366119,-1.3364857,-0.7299724,-0.2563856,-0.782721,-1.8809516,-1.3736745,-0.5017806,-0.47929806,-1.2576488,-0.81211805,-0.5047227,-0.5163978,0.5224218,-1.0505933,-0.64151835,-1.2473521,-1.5698566
14,-0.22095592,0.6885279,-0.48503643,-0.3897379,0.9332203,-0.427943,0.18529311,-0.44097704,1.2413102,0.0026704152,-0.36858267,0.34441963,0.69154,-0.57604575,0.81071365,0.19543561,-0.600641,0.18755138,0.771035,0.12282469,0.43422252,-0.1317847,0.62337446,-0.3958927,-0.47696528,0.3730653,-1.5405318,0.44412437,0.21520242,0.39591923,-0.2655767,-0.1826922,-0.3649862,-0.6633437,-0.782721,-0.94463813,-0.6449356,-0.2440151,0.2505857,0.08982618,0.7153902,0.7163902,0.2581989,0.28055686,0.26703128,-0.15795943,0.30968392,-0.15642318
15,-0.22095592,0.6885279,0.934612,1.1487433,0.9332203,0.6360051,1.2542516,0.3722944,0.5292833,0.40406567,0.8246318,0.34441963,1.0361637,-0.066272944,0.0925599,-0.10678404,0.600641,0.831798,1.0246668,1.2508291,1.0263408,0.9871446,-0.17581439,-0.3958927,-0.2196098,1.1225199,-1.7723068,1.2820967,0.9406167,1.0557779,0.24844676,0.105756186,-0.3649862,-0.052906543,-0.106023155,-0.3204291,-0.46275085,-0.5017806,-0.11435618,-0.44916382,-0.04836395,0.30935258,-0.2581989,-0.44503802,0.0035063736,0.08382003,-0.20932809,-0.15642318
16,0.43534246,1.115299,0.22478777,0.76412296,1.2763197,0.6360051,0.8979322,0.3722944,1.9533373,0.8054609,0.8246318,1.1516539,1.7254109,-0.32115933,0.57132906,0.79987496,0.20021369,1.0465469,1.0246668,1.2508291,1.0263408,1.360121,1.156167,0.7571771,-0.2196098,0.8727017,-1.3087567,0.86311054,0.5779096,1.3857073,1.019482,0.3942046,0.0,-0.2563856,-0.106023155,0.927989,-0.28056607,-0.2440151,0.6155276,1.1678061,1.0972673,0.7163902,0.2581989,0.76428676,0.0035063736,0.3255995,0.5691899,0.69163686
