,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
9,-0.28205937,0.25086832,-0.8201302,-0.7466083,-1.1720098,-0.09500892,-0.68319196,0.20616718,-1.8514848,-1.43685,-0.5655243,-0.7950813,-0.010690282,-2.0956318,1.365806,-0.3488565,-0.28051126,-0.02198336,-0.2687509,0.18461083,-0.7656381,0.35891247,-0.06518613,-0.18929322,0.7354846,0.24837607,-0.7782681,1.0400589,0.4147177,0.46205214,-0.315869,0.1909432,-1.1408808,-0.29240242,0.7273203,0.017822146,1.424756,-1.8865296,-1.0374184,-0.33552969,0.2428216,-0.010459649,0.3649484,-0.26530302,-0.04834669,-1.0371718,-0.1774955,0.18913169
23,-0.28205937,-0.0051248637,-0.048841093,-0.09738025,-0.116140865,-0.27540365,-0.4523856,-0.9535076,-0.93339133,-0.31196582,-1.1425924,0.6080134,-0.5454982,0.30853668,0.4260281,-0.3488565,-0.84912264,-0.79822344,0.30171224,-0.61415607,-0.7656381,-0.65367305,-0.73954093,-0.2968456,0.8604256,0.036693096,1.4151627,0.5570564,0.6337614,0.016336206,-0.315869,-0.73298275,1.6397172,-0.80240625,-0.7019064,0.16634607,-0.46651128,0.7971559,0.47706637,-0.0876012,0.4365586,0.18561688,-0.35534245,0.6565898,-1.028441,0.089025006,-0.108161256,-0.9125914
24,-1.0803425,0.25086832,0.33680347,-0.09738025,-0.116140865,-0.09500892,-0.2215792,-1.1467868,-0.7038679,-0.53694266,-1.1425924,-0.7950813,-1.3477099,0.0080156075,-0.51374984,-0.55569106,-0.65958554,-0.79822344,0.30171224,-0.61415607,-0.7656381,-0.9912016,-0.9081297,-0.61950266,0.11077987,0.036693096,1.1714481,0.07405408,0.6337614,-0.42937973,-0.676171,-0.8484735,0.62859064,-0.80240625,-0.7019064,-0.42774966,-0.7029197,0.20078138,-0.65879714,-0.5834581,0.4365586,0.57776994,0.004802965,-0.26530302,-0.6364032,0.41079554,-0.4548325,-1.1880221
25,-1.0803425,0.5068615,-0.048841093,-0.4219943,0.23581547,-0.27540365,0.009227184,-0.9535076,-0.7038679,-0.08698902,-0.8540584,-0.51446235,-0.8129021,0.0080156075,-1.1402684,-0.76252556,-0.28051126,-0.79822344,0.49186662,-0.61415607,-0.7656381,-0.9912016,-1.2453071,-0.40439796,0.36066177,0.036693096,0.9277336,0.07405408,0.6337614,-0.42937973,-0.85632193,-0.73298275,0.8813723,-1.3124101,0.2509114,-0.2792257,-0.23010287,-0.0974059,-0.4694866,-0.70742244,0.4365586,0.969923,0.18487568,-0.111654215,-0.04834669,0.8934513,-0.38549826,-1.3257375
26,-0.81424814,1.2748411,0.72244805,-0.09738025,0.93972814,-0.45579836,-0.2215792,-0.9535076,-0.7038679,0.5879414,-0.27699023,0.32739446,-0.010690282,0.15827616,-1.1402684,-0.76252556,-0.28051126,-0.99228346,0.49186662,-0.61415607,-0.5391183,-0.82243735,-0.9081297,-0.40439796,0.36066177,-0.17498988,0.6840191,0.31555527,0.6337614,0.23919417,-0.135718,-0.61749196,1.3869356,0.21760142,0.7273203,0.16634607,-0.23010287,0.20078138,-0.09086539,-0.21156543,1.0177696,0.77384645,0.3649484,0.04199459,0.14767216,0.732566,-0.31616402,-1.0503067
27,-0.015965013,1.2748411,0.72244805,0.5518478,1.1157063,-0.09500892,0.24003358,-0.9535076,-0.7038679,1.0378951,0.011543828,0.88863236,0.25671366,-0.14224494,-1.1402684,-0.142022,-0.09097412,-0.79822344,0.682021,-0.08164479,0.366961,-0.31614456,-0.9081297,-0.18929322,-0.7638068,0.036693096,1.1714481,1.0400589,1.2908925,0.9077681,0.404735,-0.2710198,0.62859064,-0.037400488,1.4419336,0.16634607,-0.23010287,-0.0974059,0.2877558,0.036363047,1.2115066,0.77384645,0.5450211,0.96388733,0.343691,1.0543365,0.030507239,-1.0503067
28,0.5162237,1.0188478,0.72244805,0.87646186,1.1157063,0.08538581,0.47083995,-0.7602285,-0.47434455,0.81291825,-0.27699023,1.4498702,0.79152155,0.15827616,0.11276876,0.27164707,-0.09097412,-0.4101034,0.682021,-0.08164479,0.366961,0.021383949,-0.57095224,-0.08174085,0.11077987,0.036693096,2.1463063,1.0400589,1.0718488,1.1306261,0.765037,-0.040038295,1.6397172,0.21760142,1.2037292,0.31487003,-0.23010287,0.7971559,0.666377,0.53222,1.0177696,0.969923,0.5450211,0.96388733,1.3237852,1.2152218,0.09984148,-1.0503067
29,0.25012937,1.2748411,0.72244805,1.52569,1.4676626,0.6265699,0.7016463,-1.1467868,-0.47434455,0.81291825,-0.8540584,1.1692513,1.3263294,-0.442766,-0.20049053,0.6853161,0.09856301,0.36613667,0.8721754,0.18461083,1.0465205,0.52767676,-0.57095224,0.13336389,-0.6388659,0.46005905,1.4151627,0.7985576,1.0718488,1.576342,1.1253389,0.1909432,1.6397172,0.47260335,1.4419336,0.46339393,-1.412145,0.49896866,1.2343088,0.7801485,1.4052435,1.1659997,0.72509384,1.271185,1.7158229,1.376107,0.16917573,-0.9125914
30,0.25012937,1.5308342,0.72244805,1.52569,1.6436408,0.8069647,0.47083995,-0.9535076,-0.7038679,0.5879414,0.011543828,1.1692513,1.8611373,0.15827616,-0.20049053,0.8921506,0.09856301,0.36613667,0.8721754,0.45086646,1.2730403,0.35891247,-0.57095224,-0.08174085,0.8604256,0.24837607,1.1714481,0.31555527,0.6337614,0.9077681,0.945188,-0.15552904,2.1452806,1.237609,0.96552473,0.16634607,-0.7029197,0.7971559,0.85568756,0.53222,1.4052435,0.969923,0.3649484,1.1175362,1.3237852,1.2152218,-0.03882701,-0.9125914
31,0.78231806,1.7868273,0.72244805,1.850304,1.4676626,0.8069647,0.7016463,-0.9535076,-0.2448212,1.2628719,0.3000779,1.7304893,2.1285412,0.7593183,0.4260281,0.6853161,0.28810015,0.7542567,1.2524842,1.2496333,1.9525998,0.35891247,-0.57095224,-0.08174085,0.36066177,0.46005905,1.4151627,1.0400589,1.0718488,1.1306261,1.485641,0.1909432,1.8924989,1.237609,0.7273203,0.017822146,0.0063055716,0.7971559,0.85568756,0.28429154,1.2115066,1.1659997,0.5450211,1.7321314,1.3237852,1.376107,0.16917573,-0.6371606
