motion_tx	motion_ty	motion_tz	motion_rx	motion_ry	motion_rz	FD	scrub	slow_drift	slow_drift	slow_drift	slow_drift	slow_drift	slow_drift	wm_avg	vent_avg	global_signal_pca	compcor	compcor	compcor	compcor	compcor
-0.190329432487488	0.384126663208008	0.479532718658447	-1.270676016807556	-0.289432197809219	-0.418757021427155	0.273393154144287	1	1.400157213211060	1.409491658210754	1.400157213211060	1.409491658210754	1.400157213211060	1.409491658210754	-0.700314819812775	57.071842193603516	2.523956775665283	-0.134524226188660	-0.164679065346718	0.266068220138550	0.083673797547817	-0.023371031507850
-0.163514792919159	0.489237785339355	0.546507358551025	-1.194743037223816	-0.293764084577560	-0.413659483194351	0.601686894893646	1	1.399848103523254	1.408255219459534	1.397375822067261	1.404548406600952	1.392435550689697	1.398377418518066	-2.051911354064941	25.439550399780273	0.457992464303970	-0.150966987013817	-0.170168101787567	0.158875852823257	0.085110455751419	-0.053646124899387
-0.147002398967743	0.200126647949219	0.325076580047607	-1.185913324356079	-0.257458925247192	-0.373271733522415	0.525729835033417	1	1.398920893669128	1.404548406600952	1.389042496681213	1.389753222465515	1.369355082511902	1.365209817886353	-2.947101116180420	2.409149169921875	-1.125059127807617	-0.152891382575035	-0.163623005151749	0.084067285060883	-0.098608806729317	-0.068411156535149
-0.135922789573669	0.436983108520508	0.532539844512939	-1.160420536994934	-0.235780477523804	-0.406693249940872	0.198635324835777	1	1.397375822067261	1.398377418518066	1.375190138816833	1.365209817886353	1.331168770790100	1.310512185096741	-2.968377828598022	-2.481152534484863	-1.265798568725586	-0.154113531112671	-0.178550839424133	0.055379088968039	-0.004092551767826	-0.050065994262695
-0.094066083431244	0.417934417724609	0.484318256378174	-1.105520129203796	-0.223996281623840	-0.442577689886093	0.335262358188629	1	1.395213723182678	1.389753222465515	1.355873465538025	1.331090569496155	1.278294920921326	1.235146880149841	-1.823061347007751	-3.111607551574707	-0.709409892559052	-0.142691254615784	-0.143621429800987	0.101560145616531	0.049002572894096	-0.038751184940338
-0.083613514900208	0.233301162719727	0.395280122756958	-1.103360295295715	-0.174493193626404	-0.449515044689178	0.462649673223495	1	1.392435550689697	1.378690838813782	1.331168770790100	1.287634730339050	1.211312770843506	1.140302658081055	-1.234028339385986	-5.533706188201904	-0.580559313297272	-0.139339223504066	-0.121518395841122	0.123906694352627	-0.034231498837471	0.025192406028509
-0.068306624889374	0.400034904479980	0.492225646972656	-0.991515934467316	-0.244549617171288	-0.478077143430710	0.596305906772614	1	1.389042496681213	1.365209817886353	1.301173448562622	1.235146880149841	1.130956292152405	1.027475237846375	-1.428370594978333	-4.243267536163330	-0.606229484081268	-0.140513792634010	-0.119201228022575	0.117098115384579	0.056384459137917	-0.000684463127982
-0.095385193824768	0.132562637329102	0.278863906860352	-1.005348324775696	-0.170214161276817	-0.491200566291809	0.761117458343506	1	1.385035991668701	1.349333882331848	1.266005873680115	1.173995494842529	1.038105964660645	0.898443758487701	-1.833417654037476	-10.852678298950195	-1.223705291748047	-0.143483519554138	-0.108387693762779	0.089444287121296	-0.122928328812122	0.026898372918367
-0.080666959285736	0.487209320068359	0.576368093490601	-0.982033610343933	-0.207669630646706	-0.538430988788605	0.650576770305634	1	1.380417943000793	1.331090569496155	1.225804805755615	1.104609370231628	0.933778882026672	0.755243360996246	-2.054750204086304	-5.792109489440918	-0.636148214340210	-0.152092576026917	-0.115497767925262	0.055436629801989	0.056099742650986	0.014996541664004
-0.094093501567841	0.168119430541992	0.307981967926025	-0.947629570960999	-0.191396340727806	-0.544676125049591	0.421714365482330	1	1.375190138816833	1.310512185096741	1.180729031562805	1.027475237846375	0.819118201732635	0.600132346153259	-1.543289184570312	-6.775229930877686	-0.737507820129395	-0.141319051384926	-0.084010042250156	0.092517033219337	-0.091827876865864	0.007144705858082
